Claim ID,Customer ID,Policy Type,Region,Claim Date,Claim Amount,Status,Policy Start Date,Premium Amount,Customer Age,Incident Type,Gender,National ID
CLM1047,CUST51904,Comprehensive,Western,2024-05-28,76264.5,Rejected,2023-12-29,70007.08,63.0,Theft,Male,61642594
CLM1048,CUST53369,Health,Nairobi,2024-04-07,104210.36,Rejected,2022-01-18,40168.73,67.0,Natural Disaster,Male,81016525
CLM1049,CUST85456,Comprehensive,Coast,2024-09-21,150007.71,Rejected,2024-04-14,85637.9,71.0,Medical,Male,25374874
CLM1050,CUST45774,Comprehensive,Eastern,2024-10-25,168728.64,Rejected,2024-09-22,72969.78,71.0,Medical,Male,45812670
CLM1052,CUST52906,Life,Coast,2024-06-17,380853.62,Rejected,2022-09-03,29269.15,71.0,Medical,Female,49392920
CLM1054,CUST42411,Comprehensive,Western,2024-07-13,120033.93,Rejected,2022-10-05,67606.97,54.0,Theft,Female,45351479
CLM1055,CUST58351,Property,Central,2024-12-20,389118.15,Pending,2022-06-15,96542.64,24.0,Natural Disaster,Male,78139880
CLM1056,CUST85470,Health,Eastern,2024-04-25,470793.83,Pending,2024-02-28,9447.65,62.0,Other,Male,???
CLM1059,CUST78386,Life,North Eastern,2024-10-29,232972.01,Cancelled,2024-04-03,33585.85,33.0,Accident,Female,82394227
CLM1060,CUST41963,Property,Eastern,2024-08-20,168861.91,Rejected,2023-05-19,85393.38,29.0,Medical,Male,10076758
CLM1061,CUST43862,Property,Rift Valley,2024-01-08,278339.72,Pending,2022-03-28,10390.07,64.0,Medical,Female,75579548
CLM1062,CUST41499,Health,North Eastern,2024-12-07,396673.5,Approved,2023-04-23,30835.09,43.0,Other,Male,58718453
CLM1063,CUST86225,Property,Coast,2024-01-23,213326.4,Cancelled,2022-07-07,36477.43,47.0,Fire,Female,42138745
CLM1064,CUST25814,Life,Central,2024-01-31,371697.65,Pending,2022-03-08,20771.02,65.0,Medical,Female,86149359
CLM1065,CUST78765,Comprehensive,Nyanza,2024-11-12,148826.99,Cancelled,2022-04-18,19585.27,18.0,Other,Male,75228535
CLM1066,CUST17146,Third Party,North Eastern,2024-10-24,52191.24,Approved,2022-07-15,58258.29,48.0,Medical,Female,81498611
CLM1067,CUST16734,Health,Central,2024-09-13,411235.71,Rejected,2024-01-09,50191.16,54.0,Other,Male,???
CLM1068,CUST83772,Comprehensive,Nyanza,2024-03-05,60107.33,Rejected,2023-02-16,61419.13,68.0,Natural Disaster,Male,83793389
CLM1069,CUST59856,Health,Rift Valley,2024-12-04,430223.17,Rejected,2024-07-31,31927.26,57.0,Accident,Male,80823176
CLM1070,CUST37235,Life,Central,2024-03-23,79371.49,Pending,2022-11-09,56095.24,28.0,Accident,Female,66792612
CLM1071,CUST87832,Comprehensive,Nyanza,2024-06-03,144764.34,Cancelled,2023-08-04,70892.78,47.0,Accident,Male,51837852
CLM1072,CUST91927,Third Party,Eastern,2024-12-15,58273.37,Pending,2024-03-15,65468.2,35.0,Theft,Male,???
CLM1073,CUST50319,Property,Rift Valley,2024-02-16,220137.57,Rejected,2022-07-12,69490.44,62.0,Medical,Female,70597444
CLM1074,CUST74722,Property,Nairobi,2024-01-25,444822.02,Cancelled,2022-09-20,61163.94,19.0,Accident,Male,40158366
CLM1076,CUST67132,Health,Central,2024-08-16,235535.19,Rejected,2022-12-09,34664.22,60.0,Accident,Male,40885476
CLM1077,CUST74942,Health,Nairobi,2024-01-28,227958.13,Cancelled,2023-07-04,26735.09,25.0,Medical,Male,10965138
CLM1078,CUST81118,Comprehensive,Nyanza,2024-01-23,259701.26,Rejected,2022-06-27,63290.06,66.0,Accident,Male,94705205
CLM1079,CUST27172,Health,North Eastern,2024-12-17,61591.62,Pending,2022-02-18,71558.72,37.0,Natural Disaster,Male,19046318
CLM1080,CUST22217,Comprehensive,North Eastern,2024-01-28,473583.31,Pending,2023-02-04,50840.8,63.0,Fire,Female,54349361
CLM1081,CUST73242,Third Party,North Eastern,2024-04-18,276081.27,Rejected,2024-01-25,20679.82,56.0,Natural Disaster,Male,41944441
CLM1082,CUST46208,Health,Coast,2024-07-28,467189.95,Cancelled,2022-07-25,82413.85,36.0,Other,Female,38754377
CLM1083,CUST86011,Health,Western,2024-08-11,223827.15,Rejected,2024-01-05,35822.15,53.0,Natural Disaster,Female,86644106
CLM1084,CUST52176,Third Party,Eastern,2024-10-31,117547.66,Rejected,2024-01-05,6277.44,65.0,Medical,Female,42614537
CLM1085,CUST96991,Third Party,North Eastern,2024-03-14,482447.39,Pending,2022-05-27,51224.53,55.0,Fire,Male,64634663
CLM1086,CUST67711,Health,Nairobi,2024-09-12,361499.47,Rejected,2023-11-01,87351.43,27.0,Accident,Female,23009833
CLM1087,CUST44737,Health,Central,2024-06-13,426030.88,Rejected,2023-10-01,95505.68,58.0,Other,Female,57553014
CLM1088,CUST14705,Third Party,Rift Valley,2024-12-01,498715.54,Approved,2022-03-26,44529.2,24.0,Other,Male,72682989
CLM1089,CUST49251,Comprehensive,Coast,2024-09-07,398275.59,Cancelled,2022-06-02,37129.41,45.0,Theft,Male,97705310
CLM1090,CUST84177,Third Party,Western,2024-06-05,88359.61,Rejected,2023-06-12,62731.62,33.0,Medical,Male,18135295
CLM1092,CUST87014,Health,Rift Valley,2024-07-27,228961.07,Cancelled,2023-11-28,21523.27,42.0,Medical,Male,35529407
CLM1093,CUST84963,Life,Rift Valley,2024-06-12,11947.86,Rejected,2022-10-13,28899.08,54.0,Other,Male,28814949
CLM1094,CUST75107,Life,Nyanza,2024-06-28,303925.43,Cancelled,2023-01-24,23462.44,30.0,Natural Disaster,Female,47385696
CLM1095,CUST96400,Third Party,Central,2024-06-21,451798.45,Approved,2024-05-04,32275.42,46.0,Accident,Female,20117988
CLM1096,CUST21813,Life,Eastern,2024-01-20,88644.4,Pending,2023-05-22,79078.26,74.0,Fire,Female,23141087
CLM1097,CUST43681,Health,Rift Valley,2024-11-20,373533.12,Cancelled,2022-01-23,80814.79,47.0,Accident,Male,82556484
CLM1098,CUST39571,Health,Coast,2024-12-25,46061.13,Rejected,2023-01-03,3364.03,52.0,Accident,Female,22517517
CLM1099,CUST98125,Health,Coast,2024-06-06,55064.7,Pending,2024-01-25,48204.73,57.0,Natural Disaster,Female,32321899
CLM1101,CUST80457,Health,Coast,2024-03-04,335572.62,Rejected,2023-08-12,59559.35,64.0,Theft,Female,17869910
CLM1102,CUST74139,Life,Nairobi,2024-05-31,345450.05,Pending,2023-02-16,45451.54,33.0,Fire,Male,10289289
CLM1103,CUST58147,Life,Nairobi,2024-04-20,199671.68,Pending,2023-10-20,96884.27,72.0,Medical,Male,71070189
CLM1104,CUST94109,Comprehensive,Nairobi,2024-09-14,393610.5,Pending,2024-01-27,98904.45,68.0,Natural Disaster,Male,???
CLM1105,CUST82641,Third Party,Nyanza,2024-03-14,164951.22,Pending,2023-04-06,79287.09,56.0,Accident,Female,30776478
CLM1106,CUST28964,Property,Rift Valley,2024-01-23,399458.4,Approved,2023-03-26,66783.65,19.0,Theft,Male,39219319
CLM1107,CUST41186,Comprehensive,Western,2024-01-24,133418.39,Pending,2023-08-04,74688.37,51.0,Accident,Male,82772208
CLM1108,CUST57453,Comprehensive,North Eastern,2024-01-23,252415.51,Approved,2022-02-08,73269.81,73.0,Other,Female,52091325
CLM1109,CUST14082,Health,Eastern,2024-07-04,213710.54,Approved,2024-02-21,50046.35,46.0,Accident,Male,88406989
CLM1110,CUST29442,Life,Coast,2024-03-02,191071.3,Cancelled,2022-03-30,46464.11,56.0,Medical,Male,81286543
CLM1111,CUST24996,Property,Nyanza,2024-02-01,215604.9,Pending,2023-10-24,42553.73,70.0,Medical,Female,78159587
CLM1112,CUST22463,Life,Rift Valley,2024-01-27,187776.21,Pending,2023-04-08,69308.46,48.0,Accident,Male,34941004
CLM1113,CUST22219,Life,Western,2024-09-19,278629.0,Cancelled,2023-01-01,67661.3,44.0,Fire,Female,19121552
CLM1114,CUST16743,Property,Rift Valley,2024-02-16,176471.45,Pending,2024-01-02,17163.56,48.0,Theft,Male,64193837
CLM1116,CUST50499,Life,Nairobi,2024-02-01,91521.37,Pending,2022-11-22,57499.47,43.0,Accident,Male,93131979
CLM1117,CUST14018,Property,Nyanza,2024-08-14,188721.01,Rejected,2024-05-28,35407.81,41.0,Fire,Female,98231132
CLM1118,CUST84395,Comprehensive,Western,2024-05-02,79547.54,Approved,2023-02-10,68048.93,35.0,Medical,Female,80166708
CLM1119,CUST67939,Third Party,Central,2024-09-17,173241.25,Approved,2023-05-04,29758.15,61.0,Natural Disaster,Female,37415205
CLM1121,CUST25726,Health,Western,2024-06-02,65463.67,Pending,2022-07-23,51025.71,71.0,Other,Female,???
CLM1122,CUST15544,Health,Central,2024-04-26,431192.9,Rejected,2023-12-12,58193.17,63.0,Other,Female,96637649
CLM1126,CUST95918,Health,North Eastern,2024-07-15,377468.47,Rejected,2023-02-16,68751.08,74.0,Natural Disaster,Female,38609087
CLM1127,CUST92210,Health,Central,2024-12-28,234991.62,Cancelled,2023-06-27,80040.31,55.0,Accident,Female,27778019
CLM1128,CUST50685,Comprehensive,Nairobi,2024-12-07,185000.06,Cancelled,2023-01-15,9519.64,73.0,Accident,Female,19233013
CLM1129,CUST82655,Comprehensive,North Eastern,2024-04-20,454615.93,Pending,2022-09-03,33509.62,48.0,Natural Disaster,Male,59597086
CLM1130,CUST69050,Life,Central,2024-11-19,252769.95,Pending,2024-04-23,5835.93,63.0,Medical,Female,68812137
CLM1132,CUST83133,Life,Rift Valley,2024-09-16,362143.09,Pending,2024-05-11,34669.48,55.0,Other,Male,11049999
CLM1133,CUST50662,Health,Western,2024-12-27,297925.57,Approved,2024-10-27,32339.02,42.0,Other,Female,50181935
CLM1135,CUST54791,Health,Nyanza,2024-02-14,114044.98,Pending,2023-11-23,17184.63,36.0,Accident,Male,45496015
CLM1136,CUST91006,Health,Western,2024-10-15,81961.36,Pending,2024-05-09,72675.93,20.0,Medical,Female,24366125
CLM1137,CUST41133,Property,Rift Valley,2024-04-15,376443.19,Rejected,2023-03-14,24932.29,33.0,Fire,Female,30863865
CLM1138,CUST35430,Property,North Eastern,2024-03-22,231378.31,Cancelled,2023-06-17,78256.16,50.0,Natural Disaster,Female,91178885
CLM1139,CUST36174,Third Party,Rift Valley,2024-09-23,27037.72,Rejected,2024-09-12,87663.46,53.0,Accident,Male,37326368
CLM1140,CUST31012,Property,Western,2024-07-15,415692.31,Approved,2024-01-29,94748.5,32.0,Medical,Female,45431319
CLM1141,CUST64381,Property,Coast,2024-12-17,118653.26,Approved,2022-03-20,38741.44,19.0,Fire,Male,43704923
CLM1142,CUST95191,Third Party,Western,2024-09-03,20113.29,Rejected,2023-10-21,70215.05,26.0,Other,Female,22388090
CLM1144,CUST41147,Comprehensive,Nyanza,2024-10-26,210492.95,Rejected,2022-07-23,8155.1,71.0,Medical,Male,54769200
CLM1145,CUST85372,Third Party,Rift Valley,2024-04-11,215190.21,Cancelled,2022-09-09,25575.3,44.0,Theft,Male,95511909
CLM1146,CUST57265,Property,Nairobi,2024-08-02,195836.41,Rejected,2023-10-27,6266.37,42.0,Fire,Female,69302158
CLM1148,CUST54374,Third Party,North Eastern,2024-12-08,490428.77,Rejected,2022-08-20,63910.11,69.0,Theft,Male,20099059
CLM1150,CUST81176,Comprehensive,Nyanza,2024-08-14,143769.34,Approved,2024-05-08,86848.23,39.0,Fire,Male,59555330
CLM1151,CUST67272,Health,Eastern,2024-06-15,170179.28,Pending,2022-07-17,50627.92,49.0,Fire,Female,29876811
CLM1152,CUST65640,Property,Western,2024-04-29,273191.72,Cancelled,2023-07-21,12054.59,38.0,Other,Female,15614174
CLM1153,CUST88986,Third Party,North Eastern,2024-12-15,176421.94,Approved,2023-07-10,73227.81,40.0,Natural Disaster,Female,15354599
CLM1155,CUST40932,Life,Coast,2024-02-09,192044.35,Approved,2022-10-02,61299.29,61.0,Medical,Female,99514287
CLM1156,CUST20077,Property,Coast,2024-12-09,199618.99,Cancelled,2023-09-24,26461.94,25.0,Accident,Male,85146293
CLM1157,CUST60723,Comprehensive,Rift Valley,2024-10-18,387707.28,Rejected,2022-08-29,23027.9,57.0,Fire,Female,93303777
CLM1158,CUST27790,Health,Western,2024-12-01,449440.84,Rejected,2022-09-10,99731.72,69.0,Other,Female,41774346
CLM1159,CUST18511,Life,Rift Valley,2024-12-08,425829.66,Pending,2023-10-03,79782.25,50.0,Theft,Male,33763566
CLM1161,CUST72739,Health,Central,2024-11-07,63538.06,Cancelled,2024-11-06,64949.18,46.0,Medical,Female,???
CLM1163,CUST39552,Property,Rift Valley,2024-05-28,423120.92,Cancelled,2022-03-02,21237.59,53.0,Fire,Male,24508349
CLM1164,CUST90534,Property,Western,2024-03-27,296312.41,Pending,2022-11-07,18777.66,57.0,Other,Female,73174945
CLM1166,CUST13969,Property,Rift Valley,2024-04-28,321311.74,Cancelled,2022-12-20,49328.59,69.0,Other,Female,56930359
CLM1167,CUST19564,Third Party,North Eastern,2024-01-10,208395.25,Rejected,2023-05-28,21994.26,56.0,Theft,Female,39920292
CLM1168,CUST51853,Life,Eastern,2024-06-03,66252.31,Cancelled,2023-05-25,52468.05,24.0,Fire,Male,35921441
CLM1169,CUST45058,Third Party,Central,2024-12-01,26252.04,Rejected,2022-04-18,86688.06,44.0,Theft,Male,47393469
CLM1171,CUST76249,Third Party,Nyanza,2024-09-20,292088.71,Approved,2024-04-12,6952.96,49.0,Natural Disaster,Female,63643924
CLM1175,CUST53652,Property,North Eastern,2024-02-12,75321.39,Pending,2023-04-09,34140.65,57.0,Fire,Male,15134794
CLM1176,CUST90805,Life,Coast,2024-05-14,254150.18,Rejected,2023-05-03,71456.5,37.0,Medical,Male,68326160
CLM1177,CUST98317,Health,Rift Valley,2024-08-23,398580.65,Approved,2024-03-05,60497.14,34.0,Other,Male,68571795
CLM1179,CUST64890,Third Party,Eastern,2024-01-18,251407.93,Rejected,2023-07-05,87536.14,65.0,Other,Male,44188276
CLM1180,CUST77984,Life,North Eastern,2024-01-01,263213.1,Cancelled,2023-02-08,95755.18,47.0,Natural Disaster,Female,68526649
CLM1181,CUST98587,Life,North Eastern,2024-09-23,96939.82,Pending,2022-11-03,29342.63,37.0,Theft,Female,82269803
CLM1182,CUST37168,Health,Coast,2024-06-16,240421.91,Cancelled,2022-04-19,30203.36,54.0,Other,Female,58884978
CLM1183,CUST61712,Third Party,Rift Valley,2024-12-23,21991.18,Approved,2023-05-28,35943.62,46.0,Other,Female,99152472
CLM1184,CUST38047,Property,Rift Valley,2024-05-01,466578.94,Cancelled,2022-07-13,15452.75,57.0,Other,Male,93638503
CLM1186,CUST30701,Health,North Eastern,2024-06-07,325618.81,Cancelled,2023-05-22,33474.43,59.0,Accident,Male,99508850
CLM1188,CUST47941,Comprehensive,Rift Valley,2024-02-19,284412.97,Approved,2022-10-26,92988.57,39.0,Fire,Female,84411983
CLM1189,CUST81211,Third Party,North Eastern,2024-09-15,137145.7,Approved,2023-08-12,34407.04,64.0,Medical,Female,66431351
CLM1190,CUST11846,Life,Nyanza,2024-08-27,88571.96,Rejected,2024-06-03,83045.0,50.0,Fire,Male,33357554
CLM1191,CUST22502,Third Party,North Eastern,2024-06-06,162477.23,Pending,2024-05-01,2669.35,42.0,Theft,Female,50392808
CLM1192,CUST53204,Property,Nairobi,2024-04-28,131515.02,Cancelled,2023-03-22,69891.32,21.0,Other,Male,10054484
CLM1193,CUST30934,Property,Rift Valley,2024-06-15,345454.9,Cancelled,2023-05-16,38019.3,32.0,Theft,Male,38210242
CLM1194,CUST69634,Property,Coast,2024-06-20,208506.96,Rejected,2023-11-18,76220.35,69.0,Other,Male,72409658
CLM1195,CUST99173,Comprehensive,North Eastern,2024-07-17,264558.39,Cancelled,2024-01-06,9654.07,54.0,Accident,Male,38682516
CLM1197,CUST68390,Health,Western,2024-07-19,257110.67,Rejected,2023-06-05,57263.3,53.0,Medical,Female,48089166
CLM1198,CUST61897,Comprehensive,Nyanza,2024-11-13,289577.32,Approved,2022-12-31,43522.34,62.0,Accident,Male,22534217
CLM1199,CUST19046,Health,Nairobi,2024-03-28,144258.26,Pending,2022-11-06,77359.26,67.0,Other,Female,51663795
CLM1200,CUST60132,Health,Eastern,2024-01-10,41044.75,Pending,2022-02-05,66046.34,40.0,Accident,Male,29777514
CLM1201,CUST61518,Third Party,Nairobi,2024-07-03,378333.53,Cancelled,2022-04-24,47374.38,64.0,Natural Disaster,Female,42862209
CLM1202,CUST40102,Life,Western,2024-06-09,138549.21,Approved,2022-10-30,5157.3,60.0,Medical,Male,71124923
CLM1203,CUST18819,Comprehensive,North Eastern,2024-07-10,299294.66,Approved,2023-09-13,25983.95,20.0,Medical,Female,61536717
CLM1204,CUST38477,Comprehensive,Western,2024-02-27,252444.03,Cancelled,2022-01-09,24947.83,64.0,Natural Disaster,Female,42747037
CLM1205,CUST98150,Third Party,Rift Valley,2024-10-29,438252.9,Pending,2023-10-23,42528.9,35.0,Accident,Male,24305904
CLM1206,CUST65994,Comprehensive,Coast,2024-03-09,470851.62,Rejected,2023-12-23,79008.85,38.0,Other,Female,39372360
CLM1207,CUST49306,Property,North Eastern,2024-08-04,121243.13,Pending,2023-01-23,31472.17,63.0,Theft,Female,16740197
CLM1208,CUST83713,Health,Western,2024-06-26,194821.11,Cancelled,2022-07-27,21927.0,59.0,Accident,Female,26288475
CLM1209,CUST22119,Third Party,Nairobi,2024-09-16,134962.33,Approved,2024-04-05,87614.8,30.0,Natural Disaster,Male,72363359
CLM1210,CUST53642,Comprehensive,Nyanza,2024-08-19,468642.72,Approved,2023-05-08,75194.16,66.0,Medical,Male,85017682
CLM1211,CUST36805,Third Party,Coast,2024-08-25,387981.43,Rejected,2024-02-24,47692.55,59.0,Fire,Female,69401199
CLM1212,CUST77215,Health,Central,2024-11-18,401605.49,Rejected,2024-05-01,76639.64,38.0,Theft,Female,67276174
CLM1213,CUST15992,Third Party,Western,2024-12-14,9093.73,Rejected,2022-09-05,30928.84,30.0,Fire,Male,69849511
CLM1214,CUST42208,Life,Rift Valley,2024-06-23,381916.95,Rejected,2023-02-07,96717.81,59.0,Other,Female,73709724
CLM1215,CUST56160,Property,North Eastern,2024-11-22,92839.84,Approved,2024-09-17,53346.55,71.0,Accident,Male,43183955
CLM1216,CUST64053,Third Party,Central,2024-10-24,353877.61,Approved,2024-03-20,23434.53,47.0,Fire,Male,47220099
CLM1217,CUST97392,Health,North Eastern,2024-08-31,8850.15,Rejected,2023-01-07,3161.39,51.0,Other,Female,75041510
CLM1219,CUST45038,Comprehensive,Coast,2024-10-04,479689.6,Rejected,2023-03-20,57370.21,62.0,Theft,Female,20399639
CLM1220,CUST20566,Comprehensive,Central,2024-04-15,203233.87,Rejected,2023-06-06,56164.74,21.0,Other,Male,41473195
CLM1221,CUST20837,Health,Coast,2024-12-12,283362.46,Approved,2024-04-19,89689.54,20.0,Theft,Male,52910691
CLM1222,CUST84289,Comprehensive,Central,2024-02-23,342529.94,Cancelled,2022-08-23,90132.54,54.0,Other,Male,???
CLM1224,CUST61007,Property,Coast,2024-10-01,192539.26,Pending,2022-11-29,79468.81,62.0,Other,Male,30509175
CLM1225,CUST55332,Health,Nyanza,2024-06-10,419498.65,Cancelled,2023-09-26,61306.54,57.0,Natural Disaster,Female,18620650
CLM1227,CUST96595,Property,Rift Valley,2024-06-10,399229.53,Approved,2022-04-07,10039.72,27.0,Medical,Male,72535301
CLM1229,CUST68830,Property,Eastern,2024-12-17,52543.17,Approved,2024-06-26,36683.6,23.0,Natural Disaster,Female,62274692
CLM1231,CUST49469,Third Party,Central,2024-07-04,84436.49,Cancelled,2022-01-10,43268.03,48.0,Accident,Female,61053877
CLM1232,CUST42321,Health,Nyanza,2024-04-25,229472.95,Pending,2023-08-29,31856.48,43.0,Fire,Female,57212267
CLM1233,CUST53193,Health,Western,2024-07-28,150917.21,Pending,2024-04-28,48942.95,29.0,Medical,Female,66240084
CLM1234,CUST92955,Property,Nyanza,2024-12-14,163617.23,Cancelled,2022-12-09,82016.46,43.0,Fire,Male,90967191
CLM1235,CUST36188,Property,Western,2024-03-26,341174.6,Approved,2023-02-28,95394.45,47.0,Other,Male,75529051
CLM1236,CUST48185,Comprehensive,Eastern,2024-07-07,336815.85,Pending,2022-02-15,64066.93,33.0,Fire,Male,68496914
CLM1239,CUST39098,Property,Nyanza,2024-08-29,223443.5,Rejected,2024-04-09,47380.19,61.0,Natural Disaster,Male,27129912
CLM1240,CUST13219,Life,Eastern,2024-12-18,460353.22,Approved,2023-09-05,13374.8,64.0,Theft,Female,13619375
CLM1244,CUST35863,Health,Eastern,2024-01-20,3220.57,Pending,2022-07-22,22166.88,66.0,Other,Male,34391257
CLM1245,CUST80371,Life,Nyanza,2024-05-07,229317.66,Cancelled,2022-11-25,67728.74,49.0,Natural Disaster,Female,60882459
CLM1246,CUST90125,Comprehensive,Coast,2024-05-06,176640.48,Rejected,2023-06-09,62501.54,70.0,Other,Female,71028710
CLM1247,CUST87354,Third Party,Coast,2024-04-18,59812.96,Cancelled,2023-10-17,13460.99,41.0,Other,Male,60885459
CLM1248,CUST64819,Property,Eastern,2024-11-20,212096.35,Rejected,2022-05-08,64279.16,62.0,Other,Male,43859311
CLM1251,CUST38905,Life,Nyanza,2024-03-28,269266.7,Pending,2022-04-17,78512.54,54.0,Other,Female,56970882
CLM1252,CUST24838,Life,Coast,2024-01-16,271479.65,Approved,2023-08-09,76480.4,46.0,Natural Disaster,Male,97477029
CLM1253,CUST23423,Third Party,Rift Valley,2024-04-06,437530.11,Approved,2022-11-06,46073.77,40.0,Accident,Female,14164775
CLM1255,CUST37082,Comprehensive,Coast,2024-02-19,266608.12,Pending,2024-01-06,33718.05,63.0,Fire,Female,42016960
CLM1256,CUST77425,Comprehensive,Western,2024-02-14,481423.23,Rejected,2023-03-15,92039.33,35.0,Other,Male,99853245
CLM1257,CUST27392,Life,Nyanza,2024-06-29,380975.32,Rejected,2023-02-03,49966.96,54.0,Other,Female,39254705
CLM1258,CUST59174,Comprehensive,Eastern,2024-03-06,258291.12,Cancelled,2022-06-27,70080.95,74.0,Fire,Female,59512272
CLM1259,CUST52898,Comprehensive,North Eastern,2024-04-30,317785.43,Cancelled,2022-06-17,85310.41,68.0,Natural Disaster,Female,31980274
CLM1260,CUST66314,Health,Rift Valley,2024-01-10,162109.71,Cancelled,2023-12-23,35100.01,54.0,Theft,Female,87669750
CLM1261,CUST99463,Comprehensive,Central,2024-08-11,313463.58,Rejected,2023-08-07,3595.57,72.0,Theft,Female,51870192
CLM1262,CUST66072,Third Party,Rift Valley,2024-10-04,80329.75,Cancelled,2022-11-05,11147.32,41.0,Fire,Male,63238057
CLM1264,CUST20215,Third Party,North Eastern,2024-09-27,5634.19,Cancelled,2023-04-14,82076.68,73.0,Medical,Male,23676961
