Claim ID,Customer ID,Policy Type,Region,Claim Date,Claim Amount,Status,Policy Start Date,Premium Amount,Customer Age,Incident Type,Gender,National ID
CLM1096,CUST21813,Life,Eastern,2024-01-20,88644.4,Pending,2023-05-22,79078.26,74,Fire,Female,23141087
CLM1097,CUST43681,Health,Rift Valley,2024-11-20,373533.12,Cancelled,2022-01-23,80814.79,47,Accident,Male,82556484
CLM1098,CUST39571,Health,Coast,2024-12-25,46061.13,Rejected,2023-01-03,3364.03,52,Accident,Female,22517517
CLM1099,CUST98125,Health,Coast,2024-06-06,55064.7,Pending,2024-01-25,48204.73,57,Natural Disaster,Female,32321899
CLM1100,CUST39015,Health,Rift Valley,2024-03-24,324970.48,Approved,2023-09-15,,20,Fire,Female,74606833
CLM1101,CUST80457,Health,Coast,2024-03-04,335572.62,Rejected,2023-08-12,59559.35,64,Theft,Female,17869910
CLM1102,CUST74139,Life,Nairobi,2024-05-31,345450.05,Pending,2023-02-16,45451.54,33,Fire,Male,10289289
CLM1103,CUST58147,Life,Nairobi,2024-04-20,199671.68,Pending,2023-10-20,96884.27,72,Medical,Male,71070189
CLM1104,CUST94109,Comprehensive,Nairobi,2024-09-14,393610.5,Pending,2024-01-27,98904.45,68,Natural Disaster,Male,???
CLM1105,CUST82641,Third Party,Nyanza,2024-03-14,164951.22,Pending,2023-04-06,79287.09,56,Accident,Female,30776478
CLM1106,CUST28964,Property,Rift Valley,2024-01-23,399458.4,Approved,2023-03-26,66783.65,19,Theft,Male,39219319
CLM1107,CUST41186,Comprehensive,Western,2024-01-24,133418.39,Pending,2023-08-04,74688.37,51,Accident,Male,82772208
CLM1108,CUST57453,Comprehensive,North Eastern,2024-01-23,252415.51,Approved,2022-02-08,73269.81,73,Other,Female,52091325
CLM1109,CUST14082,Health,Eastern,2024-07-04,213710.54,Approved,2024-02-21,50046.35,46,Accident,Male,88406989
CLM1110,CUST29442,Life,Coast,2024-03-02,191071.3,Cancelled,2022-03-30,46464.11,56,Medical,Male,81286543
CLM1111,CUST24996,Property,Nyanza,2024-02-01,215604.9,Pending,2023-10-24,42553.73,70,Medical,Female,78159587
CLM1112,CUST22463,Life,Rift Valley,2024-01-27,187776.21,Pending,2023-04-08,69308.46,48,Accident,Male,34941004
CLM1113,CUST22219,Life,Western,2024-09-19,278629.0,Cancelled,2023-01-01,67661.3,44,Fire,Female,19121552
CLM1114,CUST16743,Property,Rift Valley,2024-02-16,176471.45,Pending,2024-01-02,17163.56,48,Theft,Male,64193837
CLM1115,CUST82910,Life,Nyanza,2024-04-05,403803.46,Approved,2022-03-03,61681.5,???,Other,Female,86460539
CLM1116,CUST50499,Life,Nairobi,2024-02-01,91521.37,Pending,2022-11-22,57499.47,43,Accident,Male,93131979
CLM1117,CUST14018,Property,Nyanza,2024-08-14,188721.01,Rejected,2024-05-28,35407.81,41,Fire,Female,98231132
CLM1118,CUST84395,Comprehensive,Western,2024-05-02,79547.54,Approved,2023-02-10,68048.93,35,Medical,Female,80166708
CLM1119,CUST67939,Third Party,Central,2024-09-17,173241.25,Approved,2023-05-04,29758.15,61,Natural Disaster,Female,37415205
CLM1120,CUST50425,Health,Nairobi,2024-04-02,4835.86,Cancelled,2023-02-17,94641.76,67,Theft,Female,
CLM1121,CUST25726,Health,Western,2024-06-02,65463.67,Pending,2022-07-23,51025.71,71,Other,Female,???
CLM1122,CUST15544,Health,Central,2024-04-26,431192.9,Rejected,2023-12-12,58193.17,63,Other,Female,96637649
CLM1123,CUST63088,Life,Western,2024-05-02,400859.76,Rejected,2022-04-23,83538.54,41,Accident,Female,
CLM1124,CUST41891,Health,Central,???,198487.58,Cancelled,2024-05-24,75088.87,32,Fire,Male,11250299
CLM1125,CUST24945,Third Party,Coast,2024-01-29,176198.77,Pending,2023-02-22,,27,Fire,Male,23419256
CLM1126,CUST95918,Health,North Eastern,2024-07-15,377468.47,Rejected,2023-02-16,68751.08,74,Natural Disaster,Female,38609087
CLM1127,CUST92210,Health,Central,2024-12-28,234991.62,Cancelled,2023-06-27,80040.31,55,Accident,Female,27778019
CLM1128,CUST50685,Comprehensive,Nairobi,2024-12-07,185000.06,Cancelled,2023-01-15,9519.64,73,Accident,Female,19233013
CLM1129,CUST82655,Comprehensive,North Eastern,2024-04-20,454615.93,Pending,2022-09-03,33509.62,48,Natural Disaster,Male,59597086
CLM1130,CUST69050,Life,Central,2024-11-19,252769.95,Pending,2024-04-23,5835.93,63,Medical,Female,68812137
CLM1131,CUST89928,Life,Rift Valley,2024-08-25,???,Cancelled,2024-04-01,68531.98,21,Other,Female,50603163
CLM1132,CUST83133,Life,Rift Valley,2024-09-16,362143.09,Pending,2024-05-11,34669.48,55,Other,Male,11049999
CLM1133,CUST50662,Health,Western,2024-12-27,297925.57,Approved,2024-10-27,32339.02,42,Other,Female,50181935
CLM1134,CUST97833,Property,Central,2024-12-30,323366.39,Rejected,2022-07-28,,19,Fire,Female,23903144
CLM1135,CUST54791,Health,Nyanza,2024-02-14,114044.98,Pending,2023-11-23,17184.63,36,Accident,Male,45496015
CLM1136,CUST91006,Health,Western,2024-10-15,81961.36,Pending,2024-05-09,72675.93,20,Medical,Female,24366125
CLM1137,CUST41133,Property,Rift Valley,2024-04-15,376443.19,Rejected,2023-03-14,24932.29,33,Fire,Female,30863865
CLM1138,CUST35430,Property,North Eastern,2024-03-22,231378.31,Cancelled,2023-06-17,78256.16,50,Natural Disaster,Female,91178885
CLM1139,CUST36174,Third Party,Rift Valley,2024-09-23,27037.72,Rejected,2024-09-12,87663.46,53,Accident,Male,37326368
CLM1140,CUST31012,Property,Western,2024-07-15,415692.31,Approved,2024-01-29,94748.5,32,Medical,Female,45431319
CLM1141,CUST64381,Property,Coast,2024-12-17,118653.26,Approved,2022-03-20,38741.44,19,Fire,Male,43704923
CLM1142,CUST95191,Third Party,Western,2024-09-03,20113.29,Rejected,2023-10-21,70215.05,26,Other,Female,22388090
CLM1143,CUST10688,Comprehensive,Rift Valley,2024-01-18,108611.72,Pending,2022-01-03,55782.82,???,Natural Disaster,Female,47135391
CLM1144,CUST41147,Comprehensive,Nyanza,2024-10-26,210492.95,Rejected,2022-07-23,8155.1,71,Medical,Male,54769200
CLM1145,CUST85372,Third Party,Rift Valley,2024-04-11,215190.21,Cancelled,2022-09-09,25575.3,44,Theft,Male,95511909
CLM1146,CUST57265,Property,Nairobi,2024-08-02,195836.41,Rejected,2023-10-27,6266.37,42,Fire,Female,69302158
CLM1147,CUST56805,Life,Nyanza,2024-01-04,366737.57,Approved,2022-03-28,77607.13,65,Fire,,85283645
CLM1148,CUST54374,Third Party,North Eastern,2024-12-08,490428.77,Rejected,2022-08-20,63910.11,69,Theft,Male,20099059
CLM1149,CUST69988,Third Party,Nairobi,2024-07-30,395763.5,Approved,2022-02-25,32928.39,37,Natural Disaster,Female,
CLM1150,CUST81176,Comprehensive,Nyanza,2024-08-14,143769.34,Approved,2024-05-08,86848.23,39,Fire,Male,59555330
CLM1151,CUST67272,Health,Eastern,2024-06-15,170179.28,Pending,2022-07-17,50627.92,49,Fire,Female,29876811
CLM1152,CUST65640,Property,Western,2024-04-29,273191.72,Cancelled,2023-07-21,12054.59,38,Other,Female,15614174
CLM1153,CUST88986,Third Party,North Eastern,2024-12-15,176421.94,Approved,2023-07-10,73227.81,40,Natural Disaster,Female,15354599
CLM1154,CUST17518,Health,Coast,2024-09-21,???,Pending,2023-01-23,95373.36,27,Natural Disaster,Female,38195995
CLM1155,CUST40932,Life,Coast,2024-02-09,192044.35,Approved,2022-10-02,61299.29,61,Medical,Female,99514287
CLM1156,CUST20077,Property,Coast,2024-12-09,199618.99,Cancelled,2023-09-24,26461.94,25,Accident,Male,85146293
CLM1157,CUST60723,Comprehensive,Rift Valley,2024-10-18,387707.28,Rejected,2022-08-29,23027.9,57,Fire,Female,93303777
CLM1158,CUST27790,Health,Western,2024-12-01,449440.84,Rejected,2022-09-10,99731.72,69,Other,Female,41774346
CLM1159,CUST18511,Life,Rift Valley,2024-12-08,425829.66,Pending,2023-10-03,79782.25,50,Theft,Male,33763566
CLM1160,CUST28202,Health,Naixx,2024-03-10,181087.37,Cancelled,2023-06-01,47805.77,53,Theft,Male,13326769
CLM1161,CUST72739,Health,Central,2024-11-07,63538.06,Cancelled,2024-11-06,64949.18,46,Medical,Female,???
CLM1162,CUST82260,Third Party,Western,2024-04-13,216876.52,Approved,2022-09-05,83476.3,???,Theft,Female,43308443
CLM1163,CUST39552,Property,Rift Valley,2024-05-28,423120.92,Cancelled,2022-03-02,21237.59,53,Fire,Male,24508349
CLM1164,CUST90534,Property,Western,2024-03-27,296312.41,Pending,2022-11-07,18777.66,57,Other,Female,73174945
CLM1165,CUST83874,Comprehensive,Central,2024-11-13,23685.44,Cancelled,2023-12-17,65810.74,67,Natural Disaster,Female,
CLM1166,CUST13969,Property,Rift Valley,2024-04-28,321311.74,Cancelled,2022-12-20,49328.59,69,Other,Female,56930359
CLM1167,CUST19564,Third Party,North Eastern,2024-01-10,208395.25,Rejected,2023-05-28,21994.26,56,Theft,Female,39920292
CLM1168,CUST51853,Life,Eastern,2024-06-03,66252.31,Cancelled,2023-05-25,52468.05,24,Fire,Male,35921441
CLM1169,CUST45058,Third Party,Central,2024-12-01,26252.04,Rejected,2022-04-18,86688.06,44,Theft,Male,47393469
CLM1170,CUST85718,Third Party,Wesxx,2024-05-16,249634.51,Rejected,2024-03-02,50878.45,37,Medical,Male,47463522
CLM1171,CUST76249,Third Party,Nyanza,2024-09-20,292088.71,Approved,2024-04-12,6952.96,49,Natural Disaster,Female,63643924
CLM1172,CUST11071,Health,Western,2024-12-30,441345.41,Cancelled,2022-02-12,76857.96,41,Accident,,54446182
CLM1173,CUST35513,Life,Central,2024-12-06,???,Rejected,2023-02-10,76911.6,35,Natural Disaster,Male,25480907
CLM1174,CUST61629,Life,Coast,2024-08-13,377727.62,Pending,2023-02-17,,43,Natural Disaster,Male,33966966
CLM1175,CUST53652,Property,North Eastern,2024-02-12,75321.39,Pending,2023-04-09,34140.65,57,Fire,Male,15134794
CLM1176,CUST90805,Life,Coast,2024-05-14,254150.18,Rejected,2023-05-03,71456.5,37,Medical,Male,68326160
CLM1177,CUST98317,Health,Rift Valley,2024-08-23,398580.65,Approved,2024-03-05,60497.14,34,Other,Male,68571795
CLM1178,CUST86483,Property,Eastern,2024-05-29,74740.08,Pending,2022-10-23,5093.91,???,Accident,Male,25521714
CLM1179,CUST64890,Third Party,Eastern,2024-01-18,251407.93,Rejected,2023-07-05,87536.14,65,Other,Male,44188276
CLM1180,CUST77984,Life,North Eastern,2024-01-01,263213.1,Cancelled,2023-02-08,95755.18,47,Natural Disaster,Female,68526649
CLM1181,CUST98587,Life,North Eastern,2024-09-23,96939.82,Pending,2022-11-03,29342.63,37,Theft,Female,82269803
CLM1182,CUST37168,Health,Coast,2024-06-16,240421.91,Cancelled,2022-04-19,30203.36,54,Other,Female,58884978
CLM1183,CUST61712,Third Party,Rift Valley,2024-12-23,21991.18,Approved,2023-05-28,35943.62,46,Other,Female,99152472
CLM1184,CUST38047,Property,Rift Valley,2024-05-01,466578.94,Cancelled,2022-07-13,15452.75,57,Other,Male,93638503
CLM1185,CUST97796,Third Party,Nyanza,2024-07-15,27193.06,Rejected,2023-04-26,34368.78,48,Accident,,50308572
CLM1186,CUST30701,Health,North Eastern,2024-06-07,325618.81,Cancelled,2023-05-22,33474.43,59,Accident,Male,99508850
CLM1187,CUST40437,Comprehensive,Western,???,209524.61,Pending,2023-04-05,93524.42,20,Medical,Female,64009265
CLM1188,CUST47941,Comprehensive,Rift Valley,2024-02-19,284412.97,Approved,2022-10-26,92988.57,39,Fire,Female,84411983
CLM1189,CUST81211,Third Party,North Eastern,2024-09-15,137145.7,Approved,2023-08-12,34407.04,64,Medical,Female,66431351
CLM1190,CUST11846,Life,Nyanza,2024-08-27,88571.96,Rejected,2024-06-03,83045.0,50,Fire,Male,33357554
CLM1191,CUST22502,Third Party,North Eastern,2024-06-06,162477.23,Pending,2024-05-01,2669.35,42,Theft,Female,50392808
CLM1192,CUST53204,Property,Nairobi,2024-04-28,131515.02,Cancelled,2023-03-22,69891.32,21,Other,Male,10054484
CLM1193,CUST30934,Property,Rift Valley,2024-06-15,345454.9,Cancelled,2023-05-16,38019.3,32,Theft,Male,38210242
CLM1194,CUST69634,Property,Coast,2024-06-20,208506.96,Rejected,2023-11-18,76220.35,69,Other,Male,72409658
CLM1195,CUST99173,Comprehensive,North Eastern,2024-07-17,264558.39,Cancelled,2024-01-06,9654.07,54,Accident,Male,38682516
CLM1196,CUST76255,Property,Western,2024-09-12,83104.04,Rejected,2022-05-12,13391.52,31,Other,,32775593
CLM1197,CUST68390,Health,Western,2024-07-19,257110.67,Rejected,2023-06-05,57263.3,53,Medical,Female,48089166
CLM1198,CUST61897,Comprehensive,Nyanza,2024-11-13,289577.32,Approved,2022-12-31,43522.34,62,Accident,Male,22534217
CLM1199,CUST19046,Health,Nairobi,2024-03-28,144258.26,Pending,2022-11-06,77359.26,67,Other,Female,51663795
CLM1200,CUST60132,Health,Eastern,2024-01-10,41044.75,Pending,2022-02-05,66046.34,40,Accident,Male,29777514
CLM1201,CUST61518,Third Party,Nairobi,2024-07-03,378333.53,Cancelled,2022-04-24,47374.38,64,Natural Disaster,Female,42862209
CLM1202,CUST40102,Life,Western,2024-06-09,138549.21,Approved,2022-10-30,5157.3,60,Medical,Male,71124923
CLM1203,CUST18819,Comprehensive,North Eastern,2024-07-10,299294.66,Approved,2023-09-13,25983.95,20,Medical,Female,61536717
CLM1204,CUST38477,Comprehensive,Western,2024-02-27,252444.03,Cancelled,2022-01-09,24947.83,64,Natural Disaster,Female,42747037
CLM1205,CUST98150,Third Party,Rift Valley,2024-10-29,438252.9,Pending,2023-10-23,42528.9,35,Accident,Male,24305904
CLM1206,CUST65994,Comprehensive,Coast,2024-03-09,470851.62,Rejected,2023-12-23,79008.85,38,Other,Female,39372360
CLM1207,CUST49306,Property,North Eastern,2024-08-04,121243.13,Pending,2023-01-23,31472.17,63,Theft,Female,16740197
CLM1208,CUST83713,Health,Western,2024-06-26,194821.11,Cancelled,2022-07-27,21927.0,59,Accident,Female,26288475
CLM1209,CUST22119,Third Party,Nairobi,2024-09-16,134962.33,Approved,2024-04-05,87614.8,30,Natural Disaster,Male,72363359
CLM1210,CUST53642,Comprehensive,Nyanza,2024-08-19,468642.72,Approved,2023-05-08,75194.16,66,Medical,Male,85017682
CLM1211,CUST36805,Third Party,Coast,2024-08-25,387981.43,Rejected,2024-02-24,47692.55,59,Fire,Female,69401199
CLM1212,CUST77215,Health,Central,2024-11-18,401605.49,Rejected,2024-05-01,76639.64,38,Theft,Female,67276174
CLM1213,CUST15992,Third Party,Western,2024-12-14,9093.73,Rejected,2022-09-05,30928.84,30,Fire,Male,69849511
CLM1214,CUST42208,Life,Rift Valley,2024-06-23,381916.95,Rejected,2023-02-07,96717.81,59,Other,Female,73709724
CLM1215,CUST56160,Property,North Eastern,2024-11-22,92839.84,Approved,2024-09-17,53346.55,71,Accident,Male,43183955
CLM1216,CUST64053,Third Party,Central,2024-10-24,353877.61,Approved,2024-03-20,23434.53,47,Fire,Male,47220099
CLM1217,CUST97392,Health,North Eastern,2024-08-31,8850.15,Rejected,2023-01-07,3161.39,51,Other,Female,75041510
CLM1218,CUST47576,Health,Western,2024-04-16,54401.2,Approved,2023-11-15,53389.77,33,Theft,Female,
CLM1219,CUST45038,Comprehensive,Coast,2024-10-04,479689.6,Rejected,2023-03-20,57370.21,62,Theft,Female,20399639
